"id","name","code","user_type_id/id","chart_template_id/id","group_id/id","reconcile"
"account_cia_502030402","CUSTODIA VALORES DESMATERIALIZADOS","5.02.03.04.02","account.data_account_type_expenses","l10n_ec.account_chart_template_cia","l10n_ec.account_group_5020304","False"
"account_cia_502030403","COMPENSACIÓN Y LIQUIDACIÓN DE VALORES","5.02.03.04.03","account.data_account_type_expenses","l10n_ec.account_chart_template_cia","l10n_ec.account_group_5020304","False"
"account_cia_502030404","OTROS","5.02.03.04.04","account.data_account_type_expenses","l10n_ec.account_chart_template_cia","l10n_ec.account_group_5020304","False"
"account_cia_502030501","POR ASESORÍA","5.02.03.05.01","account.data_account_type_expenses","l10n_ec.account_chart_template_cia","l10n_ec.account_group_5020305","False"
"account_cia_502030502","POR ESTRUCTURACIÓN DE OFERTA PÚBLICA DE VALORES","5.02.03.05.02","account.data_account_type_expenses","l10n_ec.account_chart_template_cia","l10n_ec.account_group_5020305","False"
"account_cia_502030503","POR ESTRUCTURACIÓN DE OFERTA PÚBLICA DE NEGOCIOS FIDUCIARIOS","5.02.03.05.03","account.data_account_type_expenses","l10n_ec.account_chart_template_cia","l10n_ec.account_group_5020305","False"
"account_cia_502030504","OTROS","5.02.03.05.04","account.data_account_type_expenses","l10n_ec.account_chart_template_cia","l10n_ec.account_group_5020305","False"
"account_cia_5020306","GASTOS DE FINANCIAMIENTO DE ACTIVOS","5.02.03.06","account.data_account_type_expenses","l10n_ec.account_chart_template_cia","l10n_ec.account_group_50203","False"
"account_cia_5020307","DIFERENCIA EN CAMBIO","5.02.03.07","account.data_account_type_expenses","l10n_ec.account_chart_template_cia","l10n_ec.account_group_50203","False"
"account_cia_5020308","VALUACION DE INSTRUMENTOS FINANCIEROS A VALOR RAZONABLE CON CAMBIO EN RESULTADOS","5.02.03.08","account.data_account_type_expenses","l10n_ec.account_chart_template_cia","l10n_ec.account_group_50203","False"
"account_cia_5020309","PERDIDA EN VENTA DE TITULOS VALORES ","5.02.03.09","account.data_account_type_expenses","l10n_ec.account_chart_template_cia","l10n_ec.account_group_50203","False"
"account_cia_5020310","PERDIDA EN VENTA DE PROPIEDAD, PLANTA Y EQUIPO","5.02.03.10","account.data_account_type_expenses","l10n_ec.account_chart_template_cia","l10n_ec.account_group_50203","False"
"account_cia_5020311","PERDIDA EN VENTA DE ACTIVOS BIOLOGICOS","5.02.03.11","account.data_account_type_expenses","l10n_ec.account_chart_template_cia","l10n_ec.account_group_50203","False"
"account_cia_5020312","OTROS GASTOS FINANCIEROS","5.02.03.12","account.data_account_type_expenses","l10n_ec.account_chart_template_cia","l10n_ec.account_group_50203","False"
"account_cia_5020401","PERDIDA EN INVERSIONES EN ASOCIADAS / SUBSIDIARIAS Y OTRAS","5.02.04.01","account.data_account_type_expenses","l10n_ec.account_chart_template_cia","l10n_ec.account_group_50204","False"
"account_cia_5020402","OTROS","5.02.04.02","account.data_account_type_expenses","l10n_ec.account_chart_template_cia","l10n_ec.account_group_50204","False"
